Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4,FCF:2015,FCF:2016,FCF:2017,FCF:2018,GICS Sector,GICS Ind,GICS Ind Grp,Total Liab To Total Liab & Equity:2015,Total Liab To Total Liab & Equity:2016,Total Liab To Total Liab & Equity:2017,Total Liab To Total Liab & Equity:2018,Market Cap:2015,Market Cap:2016,Market Cap:2017,Market Cap:2018
TSQ US Equity,TOWNSQUARE MEDIA INC - CL A,,,,,,,,,-0.1656,0.2781,0.7693,-1.4866,-1.44,0.0716,0.4907,-0.9046, , ,3.7483,11.1592,11.4151,13.1739,10.1239,11.6209,14.5313,7.7964,11.2472,7.7161,7.8734,6.6641,7.2779,5.7106,1.7055,0.789,5.9369,5.4017,5.1829,4.5488,4.578,4.3851,4.4769,4.6761,3.417,4.0983,2.0606,2.4632,2.8715,0.0112,-5.8006,-13.0725,3.4475,2.7827,2.3471,6.5033,5.9758, , , , , ,-9.4352,-10.4345,-11.4014,-9.1393,75000000,9900000,74300000,181200000,50,501010,5010,80.1267,81.8774,83.8605,83.8436,6250183168,6777200640,7615970816,8997107712
TSLX US Equity,TPG SPECIALTY LENDING INC,,,,,,,,,0.47,0.53,0.41,0.4442,0.56,0.52,0.57,0.2176,11.4603,11.6965,10.4046,9.2206,8.996,9.4321,10.0672,10.2124,10.8023,10.1088,10.3653,11.5722,10.2083,10.2809,11.8265,8.0783,8.4437,8.7701,7.5251,4.7185,3.9945,4.8263,6.6558,8.8503,9.5652,8.2924,7.4613,6.7586,6.8051,6.8724,7.5552,7.2294,10.2254,10.7497,9.7114,7.6766,6.5512,8.1384,11.2015, , , , , ,11.6956,11.7145,12.8957,11.7115,-22361000,-2397000,18311000,36292000,45,451030,4510,30.6128,37.0003,40.1079,66.3197,2388219392,2050040064,3488903936,6303960064
TPIC US Equity,TPI COMPOSITES INC,,,,,,,,,0.15,0.41,0.64,0.06,0.25,-0.12,0.28,-0.26, , , , , , , ,18.74,20.3115,20.3991,14.372,16.6522,17.0248,33.7171,38.3629,19.5989, , , , , , , , ,-48.2047,-44.4628,-28.4625,18.0774,19.1515,13.2978,10.1707,6.4313, , , , , , , , , , , , ,26.1618,15.7097,8.5897,2.3913, ,-39923, , ,45,451020,4510, ,740.1095, , , , , , 
TCON US Equity,TRACON PHARMACEUTICALS INC,,,,,,,,,-0.44,-0.4,0.07,-0.37,-0.46,-0.33,-0.3,-0.26, , , , , , , , , , , , , , , , , , , , ,-57.7584,-78.4197,-83.9229,-69.6576,-83.7299,-97.6258,-65.804,-61.2498,-49.6021,-67.9261,-104.5463,-133.0366, , , , ,-72.3384,-99.6178,-107.8819, , , , , ,-62.0676,-86.6606,-134.0546,-181.9511, ,-25973000,-28083000,-34612000,35,351010,3510, ,78.5468,60.8444,47.7082,27284760,13116478,20519606,25382842
TTD US Equity,TRADE DESK INC/THE -CLASS A,,,,,,,,,0.13,0.47,0.25,0.41,0.22,0.46,0.47,0.91, , , , , , , , , ,56.9818,60.901,39.7652,40.0161,75.6452,104.0759,60.7644, , , , , , , , , ,24.917,21.6561,23.5379,25.5561,22.512,23.4562,26.8378, , , , , , , , , , , , ,25.2765,22.2166,23.7259,27.5373,805235968,550449984,1058441984, ,20,203010,2030,25.8547,15.6086,16.9831,13.6414, ,60356063232,73306144768,85526568960
TRU US Equity,TRANSUNION,,,,,,,,,0.34,0.36,0.38,1.34,0.4,0.3,0.25,0.55, ,449.3969,167.9126,99.3145,63.9144,58.9519,50.6452,36.1805,36.7541,35.3066,35.3459,38.708,39.1463,48.2197,52.8753,41.2025,0.5297,-0.0957,-0.4899,0.042,0.1598,1.1118,4.2024,5.1,6.4214,7.7409,8.427,12.7391,12.7466,10.9107,10.6873,8.0566,-0.7569,-2.6193,-2.8751,0.6599,2.8064,3.5768,7.1333, , , , , ,28.2305,27.7299,25.243,15.283,-10003134,-20547794,-25957808,-32684008,35,352020,3520,9.0222,19.0592,11.7367,14.4455,92643184,155819328,169694496,52351812
TVPT US Equity,TRAVELPORT WORLDWIDE LTD,,,,,,,,,0.45,0.28,0.04,0.38,0.47,0.05,0.04,0.02, , , ,157.7866,40.5275,34.5511,28.6653,27.6758,16.5391,14.6206,20.0829,9.4504,12.4512,14.3223,11.3855,15.105,-9.4984,-8.4646,-8.3236,-6.7353,6.6768,4.9804,5.9104,4.6607,5.7546,8.4337,7.0209,10.0829,9.3381,7.1479,7.4787,5.2892, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
TMIN US Equity,TRENDMAKER INC LTD,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
TRVN US Equity,TREVENA INC,,,,,,,,,-0.36,-0.35,-0.27,-0.24,-0.14,-0.13,-0.06,-0.1, , , , , , , , , , , , , , , , ,-59.689,-61.4692,-42.8843,-38.583,-45.0674,-53.8693,-60.691,-79.4101,-83.8004,-95.6754,-99.5262,-88.7846,-76.0693,-67.0284,-52.165,-51.2225,-60.1975,-62.0379,-43.5678,-41.7011,-49.0673,-59.0414,-65.7727, , , , , ,-116.1431,-104.0148,-78.6305,-80.8414,,,,,,,,,,,,,,,
TRHF US Equity,TRHF CO LTD INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.4056,-0.1722, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
TNET US Equity,TRINET GROUP INC,,,,,,,,,0.42,0.58,0.62,0.95,0.77,0.82,0.73,0.41,70.4337,64.9688,49.4118,43.9773,37.7632,36.4737,29.6301,30.1412,26.2727,21.9732,17.7884,22.9741,20.9152,22.7893,22.6913,16.3632,7.8591,4.7534,4.7408,6.0115,5.623,9.4897,12.1,12.7286,17.8032,22.8215,27.6966,29.8085,37.0806,37.0553,36.1466,25.8253, , , , , , , , , ,-315.3611,-262.8495,-230.3443,133.1729,110.2766,95.0486,66.0929,,,,,,,,,,,,,,,
TSE US Equity,TRINSEO SA,,,,,,,,,2.66,1.37,0.76,2.69,2.77,2.28,1.75,-0.02,272.7648,17.5349,9.4517,6.9937,7.6086,7.4766,8.9107,8.2552,8.3232,9.4899,9.0345,9.0294,8.8942,7.6929,8.5185,6.4473,4.4124,5.2028,8.8108,13.0997,14.59,20.2772,21.0805,23.1362,23.7574,20.0372,21.4146,20.7992,20.096,21.2162,20.1939,15.0777,-15.2984,-0.3353,15.9586,37.6535,51.6269,71.2765,73.6156, , , , , ,51.3733,54.2409,58.858,40.5126,,,,,,,,,,,,,,,
TPVG US Equity,TRIPLEPOINT VENTURE GROWTH B,,,,,,,,,0.24,0.5,0.23,0.22,0.45,0.47,0.5,0.38,8.2477,7.486,5.8681,7.9641,7.3487,7.8264,7.1679,8.3094,9.2604,7.5924,8.2583,7.8567,8.2127,8.9044,8.5912,6.4047,5.7868,7.4815,7.2097,5.489,1.7068,-0.4896,1.3259,3.2404,6.8949,9.2845,7.0069,5.0695,6.1614,6.5507,8.6215,9.0854,7.9111,9.9984,10.4859,8.2422,2.4212,-0.6699,1.84, , , , , ,10.3878,10.4789,11.2924,12.8406,,,,,,,,,,,,,,,
TBK US Equity,TRIUMPH BANCORP INC,,,,,,,,,0.57,0.53,0.48,0.29,0.57,0.48,0.34,0.68, ,20.6401,23.9335,21.95,16.895,17.0764,19.4918,22.5801,35.9683,25.1203,28.3094,27.3578,22.3746,22.2171,20.3704,13.4812, , ,10.6609,9.6763,6.4675,5.4511,4.8613,5.2854,7.8775,7.1267,6.3609,6.4953,5.9726,5.2685,5.7023,6.9842, , ,13.2174,11.6666,7.683,7.4503,6.829, , , , , ,10.8318,8.8533,7.9632,10.0388,,,,,,,,,,,,,,,
TRVG US Equity,TRIVAGO NV - ADR,,,,,,,,,0.02,-0.01,-0.0002,-0.0273,-0.06,-0.06,0.03,0.03, , , , , , , , , , ,833.2649, , , , , , , , , , , , ,-6.4281, , , ,-1.3988,-4.7104,-6.6782,-4.8018,-2.2159, , , , , , , , , , , , ,-5.272,-7.8132,-4.9563,-2.438,,,,,,,,,,,,,,,
TRUE US Equity,TRUECAR INC,,,,,,,,,-0.08,-0.09,-0.1,-0.08,-0.09,-0.07,-0.06,-0.06, , , , , , , , , , , , , , , , ,-23.4588,-20.2402,-18.8308,-24.7815,-23.996,-24.3428,-22.8404,-15.39,-13.615,-10.023,-10.4557,-10.5674,-11.234,-9.794,-8.5511,-8.0176,-27.7378,-21.6223,-20.6682,-26.9402,-27.1549,-27.8382,-26.2988, , , , , ,-12.7479,-10.8877,-9.2837,-8.5864,,,,,,,,,,,,,,,
TRUP US Equity,TRUPANION INC,,,,,,,,,-0.05,0.01,0.01,-0.03,-0.05,-0.01,0.04,-0.01, , , , , , , , , ,4303.8462,169.9004,106.7103,94.0363,114.9603,91.9095,55.6236,-50.0016,-56.7255,-29.0729,-28.4144,-29.4907,-22.691,-16.8254,-14.2856,-11.8332,-10.5105,-6.233,-4.2781,-4.082,-2.2061,-1.5989,-1.0157, , ,-33.5835,-32.887,-29.9138,-23.0183,-17.7314, , , , , ,-3.2165,-2.8016,-1.695,-1.0439,,,,,,,,,,,,,,,
TOUR US Equity,TUNIU CORP-SPON ADR,,,,,,,,,-0.76,-2.16,-0.24,-1.44,-0.57,-0.63,0.24,-0.5236, , , , , , , , , , , , , , , , , ,-33.146,-47.6961,-61.5285,-48.9264,-47.5382,-55.4093,-62.23,-43.1234,-37.4229,-27.6546,-20.8256,-17.1161,-13.5725,-11.7761,-8.7029, ,-31.0415,-48.2495,-61.7055,-48.8098,-47.9445,-55.0849, , , , , ,-14.6197,-10.3032,-8.5805,-5.4117,,,,,,,,,,,,,,,
TPB US Equity,TURNING POINT BRANDS INC,,,,,,,,,0.1,0.39,0.39,0.18,0.16,0.48,0.41,0.25, , , , , , , ,7.8234,8.3651,6.7367,7.4042,13.2578,12.1454,21.3101,26.1814,15.3302, , , , , , , , ,20.2232,20.5505,20.7305,13.7415,13.2644,13.4079,12.912,13.821, , , , , , , , , , , , ,47.0744,43.4756,37.6099,37.2042,,,,,,,,,,,,,,,
TWLO US Equity,TWILIO INC - A,,,,,,,,,-0.16,-0.08,-0.25,-0.2,-0.25,-0.25,-0.28,-0.47, , , , , , , , , , , , , , , , , , , ,-47.8216, , , ,-18.5554,-21.8889,-14.692,-18.9364,-19.0061,-21.4662,-14.9051,-15.0342,-18.9366, , , , , , , , ,-114.8185,-143.9472,-137.1804,-134.2378,-20.9052,-22.8762,-23.7435,-30.5606,,,,,,,,,,,,,,,
TLCC US Equity,TWINLAB CONSOLIDATED HOLDING,,,,,,,,,-0.01,-0.02,-0.02,-0.0658,-0.03,-0.02,-0.03, , , , , , , ,19.214, , , , , , , , , , , , ,-83.181,-71.7485,-83.3689,-41.4277,-91.2311,-60.2845,-61.0752,-58.6564,-40.9442,-47.1626,-49.77,-55.7335, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
RARE US Equity,ULTRAGENYX PHARMACEUTICAL IN,,,,,,,,,-1.63,-1.72,-1.87,-1.89,0.63,-1.06,-1.74,-1.7606, , , , , , , , , , , , , , , , ,-26.7561,-35.6456,-27.8415,-41.0583,-43.049,-54.1151,-44.9876,-49.2075,-53.8352,-64.6343,-72.7765,-74.8158,-55.4523,-60.9904,-68.6366,-77.7931,-26.6561,-35.4614,-27.6092,-40.6734,-42.6012,-53.4956,-44.5081, , , , , ,-33.593,-32.3679,-37.2543,-39.8264,,,,,,,,,,,,,,,
UGHL US Equity,UNION BRIDGE HOLDINGS LTD,,,,,,,,,0,0,0,-0.0017,0,0,0,-0.0009, , , , , , , , , , , , , , , , , , , ,-233.4088, , , , , , , , , , , , , , , ,-281.5813, , , , , , , , , , , , ,,,,,,,,,,,,,,,
UFAB US Equity,UNIQUE FABRICATING INC,,,,,,,,,0.21,0.17,0.07,0.21,0.15,0.18,0.06,-0.0202, , ,13.8277,17.1203,16.8304,20.1768,16.5587,19.1125,15.4144,11.425,12.6273,10.9871,12.9531,12.629,11.6514,8.3547, , ,10.7299,8.9203,9.7142,6.9398,7.7065,8.3907,8.5904,8.6192,7.1932,7.9505,7.3506,7.6296,7.7365,6.246, , ,16.9818,14.1558,15.5803,12.2773,12.1413, , , , , ,11.7035,11.8,11.8021,7.4142,,,,,,,,,,,,,,,
QURE US Equity,UNIQURE NV,,,,,,,,,-0.8,-0.83,-0.4,-0.8778,-0.59,-0.57,-0.59,-0.5853, , , , , , , , , , , , , , , , , , , , ,-93.8124,-67.4587,-56.4474,-64.0171,-68.9258,-83.8479,-88.2147,-75.5581,-77.761,-51.5561,-67.085,-53.6076,-103.5447,-68.8866,-83.9833, ,-118.2598,-79.2106,-67.0193, , , , , ,-106.5511,-62.759,-81.0083,-61.9441,,,,,,,,,,,,,,,
UNVR US Equity,UNIVAR INC,,,,,,,,,0.16,0.22,0.28,0.19,0.46,0.4,0.35,0.01, ,2424.7314, ,40.9387,56.2745,30.4528,32.885,31.9641,30.0518,28.5955,25.0907,26.1887,20.33,18.0132,19.9717,11.493,4.0529,3.3765,2.3006,4.3626,4.2422,4.9963,2.9286,2.867,3.0255,2.9601,5.8669,6.1341,6.8654,7.1387,6.9736,8.3332,0.9736,-4.4411,-10.2348,3.0992,2.0562,6.7655,-1.4103, ,-180.0801,-217.6574,-546.1332, ,15.9349,17.5905,17.2636,15.1021,,,,,,,,,,,,,,,
UNMV US Equity,UNIVERSAL MOVERS CORP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-53.6024,-39.9296, , , , ,,,,,,,,,,,,,,,
UPLD US Equity,UPLAND SOFTWARE INC,,,,,,,,,-0.33,-0.33,-0.18,-0.19,-0.16,-0.26,-0.21,0.13, , , , , , , , , , , , , , , , , ,-14.6094,-14.9618,-13.3034,-15.0385,-14.5023,-14.417,-11.5172,-11.2363,-9.3561,-9.504,-9.3224,-6.0069,-4.5178,-3.5135,0.6776, , , ,-20.7554,-23.9988,-25.3324,-25.715, , , , , ,-21.4152,-16.846,-17.8078,-11.1335,,,,,,,,,,,,,,,
USFD US Equity,US FOODS HOLDING CORP,,,,,,,,,0.12,0.29,0.43,1.16,0.31,0.58,0.53,0.46, , , , , ,4.2434,4.1213,17.4333,26.9727,21.6464,25.8026,18.7703,17.5309,18.1064,13.9019,15.184, , , ,2.6812,3.2572,3.9917,5.4405,5.9726,5.9637,6.5972,5.5976,8.558,8.9908,9.7714,9.9873,7.4671, , , ,9.3681,11.8409,-0.2378,5.9322, , , ,24.5251,24.7817,17.8709,19.2591,19.1059,13.607,,,,,,,,,,,,,,,
USLG US Equity,US LIGHTING GROUP INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-171.1817, , , , , ,,,,,,,,,,,,,,,
UCLE US Equity,US NUCLEAR CORP,,,,,,,,,0.01,-0.01,0,0.0023,-0.04,-0.03,-0.09, , ,9.3735,7.8759,9.1948,16.0226,26.586,14.6681, , , , ,176.1925, , , , ,-0.7415,19.8741,19.9107,18.9399,16.7385,8.0067,7.0958,-67.8356,-59.9473,-68.3803,-69.0135,2.0033,-28.8112,-42.1271,-120.0482, ,-8.0037,15.9477,16.593,15.8463,13.1401,3.8451,3.072, , , ,12.3679,20.0015,-35.186,-50.5415,-143.8509, ,,,,,,,,,,,,,,,
USDP US Equity,USD PARTNERS LP,,,,,,,,,0.3325,0.0085,0.0057,0.1204,0.3204,0.0082,0.008,0.0863, ,105.5326,19.8843,9.1624,8.3624,8.9799,8.9584,11.8536,8.6659,9.2969,17.8175,23.9269,26.1651,29.2437,25.7906,25.472, ,4.3435,8.6819,8.112,10,12.0866,17.1083,10.8193,12.4035,13.1288,10.6312,10.2504,10.6823,9.4725,9.896,10.6361, ,9.7371,45.6879,40.2319,42.0022,50.656,63.2521, , ,1.6768,3.0879,1.0549,15.0062,11.8319,11.816,11.5501,,,,,,,,,,,,,,,
VVV US Equity,VALVOLINE INC,,,,,,,,,0.35,0.35,0.27,0.52,-0.05,0.33,0.33,0.23, , , , , , , ,17.3186,15.5742,17.3783,18.1567,17.6684,19.6601,17.2985,17.0713,16.3668, , , , , , , , , , , ,34.4514,15.6864,14.9444,17.1876,26.1686, , , , , , , , , , ,-20.6884, , , , , ,,,,,,,,,,,,,,,
VRNS US Equity,VARONIS SYSTEMS INC,,,,,,,,,-0.43,-0.21,-0.12,0.24,-0.53,-0.44,-0.25,0.22, , , , , , , , , , , , , , , , ,-23.7702,-26.7581,-26.9113,-22.4242,-23.1493,-23.5034,-22.7656,-16.0755,-18.5148,-18.89,-17.427,-15.6338,-20.8423,-26.7919,-28.9771,-24.3594,-25.6983,-28.5414,-28.1955,-23.8314,-23.3657,-24.5927,-23.9702, , , ,-0.2013,-4.62,-18.7032,-26.0411,-28.6406,-23.8138,,,,,,,,,,,,,,,
VBLT US Equity,VASCULAR BIOGENICS LTD,,,,,,,,,-0.19,-0.18,-0.24,0.2207,-0.24,-0.13,-0.15,-0.1079, , , , , , , , , , , , , , , , , , , , ,-53.4709,-43.0669,-41.2208,-41.8036,-48.1716,-43.2081,-56.123,-21.403,-28.5212,-24.3806,-24.9225,-38.6258, , , , ,-52.917,-42.8615,-40.6939, , ,-18.161,-17.6147,12.6725,-27.7692,-23.8454,-23.7147,-37.54,,,,,,,,,,,,,,,
VRRB US Equity,VERB TECHNOLOGY CO INC,,,,,,,,,-0.15,-0.3,-0.3,-0.3087,-1.05,0.15,-0.15,-0.3711, , , , , , , , , , , , , , , , , , , , ,-1227.1505, , , , , , , , , , , , , , , , , , , , , , ,-35.7052, , , , ,,,,,,,,,,,,,,,
VBTX US Equity,VERITEX HOLDINGS INC,,,,,,,,,0.2,0.24,0.26,0.14,0.43,0.42,0.37,0.41, ,19.0462,19.1346,18.7112,15.739,15.6724,15.9541,23.6372,26.1898,25.7702,26.5096,28.0411,22.4298,22.0287,19.6742,13.1293, , ,6.2507,5.6847,6.8917,7.5035,7.7799,6.29,6.1961,6.4181,5.1794,4.5518,6.3349,7.2731,7.1842,7.7189, , ,7.9417,7.3549,8.005,8.9039,8.7493, , , , , ,6.0528,7.6657,6.8054,7.7175,,,,,,,,,,,,,,,
VTX CN Equity,VERTEX RESOURCE GROUP LTD,,,,,,,,,-0.03,-0.06,-0.1, ,-0.01,-0.05,0.07,0.0047, , , , , , , , , , , , , , , , , , , , ,-61.7248,-30.5709,-820.2617,-844.686,-991.7079,-1043.8843,1.4929, , , , , , , , , ,-61.0634,-30.092,-1032.4883, , , , , , , , , ,,,,,,,,,,,,,,,
VRTT US Equity,VIATAR CTC SOLUTIONS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-287.4057,-1261.3033, , , , , , , , , , , , , , , , , , , , , ,-69.937, , , , ,,,,,,,,,,,,,,,
VRAY US Equity,VIEWRAY INC,,,,,,,,,-0.54,-0.15,-0.19,-0.375,-0.11,-0.3,-0.39,-0.17, , , , , , , , , , , , , , , , , , , , , , , ,-409.2029,-381.21,-251.0056,-351.6868,-240.062,-82.9717,-104.404,-59.9035,-55.9999, , , , , , , , , , , , , , , ,-93.4742,,,,,,,,,,,,,,,
VKTX US Equity,VIKING THERAPEUTICS INC,,,,,,,,,-0.23,-0.21,-0.22,-0.14,-0.08,-0.13,-0.11,-0.07, , , , , , , , , , , , , , , , , , , , , ,-91.3749,-107.9588,-127.6026,-156.6609,-127.9552,-205.8937,-138.8563,-43.5372,-27.7082,-14.9275,-16.0808, , , , , ,-113.3721,-137.7448, , , , ,-111.7733,-47.1619,-27.7741,-13.7423,-14.1786,,,,,,,,,,,,,,,
VNOM US Equity,VIPER ENERGY PARTNERS LP,,,,,,,,,0.22,0.23,0.24,0.37,0.38,1.36,0.05,-0.01,52.1429,44.75,37.6053,40.7077,80.6192,191.7738,117.6685,71.3276,30.7877,9.8469,6.7339,7.3714,7.8034,8.9815,11.3703,5.4472,7.4276,7.2293,5.5266,4.5775,-0.7014,-5.0859,-3.7424,-1.5859,5.9084,11.4225,11.3505,13.584,14.9592,23.1168,21.335,20.6022,10.4849,7.3111,5.7757,4.7393,-0.8192,-5.5163,-4.2145, , , , ,-32.4985,16.94,39.183,25.1965,19.7743,,,,,,,,,,,,,,,
VIRT US Equity,VIRTU FINANCIAL INC-CLASS A,,,,,,,,,0.1,0.01,-0.17,0.1221,1.9267,0.25,0.08,0.7607, , , , ,25.2293,16.723,16.8089,17.8139,22.9223,29.6186,20.7361,26.3134, , , , , , , ,6.4558,4.6208,4.9102,5.4031,5.2055,3.6416,2.329,0.4085,0.3823,7.5657,8.6923,7.4657,9.2845, , , ,30.8532,18.3075,30.7851,24.8061, , ,18.4311,25.5271,12.9494,30.2331,33.6726,23.8536,30.7512,,,,,,,,,,,,,,,
VTGN US Equity,VISTAGEN THERAPEUTICS INC,,,,,,,,,-0.51,-0.42,-0.34,-0.32,-0.28,-0.53,-0.25,-0.19, , , , , , , , , , , , , , , , , , , , , , , , ,-755.9444,-1043.637,-2685.6721, ,-358.2835,-941.7223,-195.4376,-371.7751, , , , , , , , , , , ,-34.1864, , ,-218.3207, ,,,,,,,,,,,,,,,
VTL US Equity,VITAL THERAPIES INC,,,,,,,,,-0.39,-0.29,-0.3,-0.35,-0.34,-0.3,-0.28,-0.0582, , , , , , , , , , , , , , , , ,-80.8144,-71.3479,-82.8164,-57.9094,-57.991,-57.4816,-62.0827,-58.4809,-54.3917,-63.9627,-76.3003,-96.6966,-89.163,-109.4986,-141.7235,-134.1701, ,-71.2604,-82.6919,-57.8393,-57.9066,-57.291,-61.839, , , , , ,-88.5026,-108.5059,-140.4402,-132.7816,,,,,,,,,,,,,,,
VXEL US Equity,VITAXEL GROUP LTD,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
VIVE US Equity,VIVEVE MEDICAL INC,,,,,,,,,-0.57,-0.54,-0.5,-0.53,-0.49,-0.37,-0.39,-0.38, , , , , , , , , , , , , , , , , ,-244.2816,-229.0594,-241.8604,-541.2118,-110.3481,-158.5625,-218.0671,-110.9663,-98.6865,-153.2216,-194.7875,-96.1789,-111.9419,-162.01,-147.3051, , ,-904.8436, , ,-221.8778,-508.9364, , , , , ,-196.3235,-356.614, , ,,,,,,,,,,,,,,,
VSLR US Equity,VIVINT SOLAR INC,,,,,,,,,0.12,0.04,0.06,1.6,-0.11,0.16,-0.07,-0.11, , ,45.508,47.2762,22.3546,28.0048,13.9704,5.0518,4.8875,11.4384,7.9388,18.6648, ,46.3015, , ,-30.587,-33.9371,-29.5691,-24.3124,-27.2095,-21.7971,-19.0834,-16.4129,-11.4672,-9.6155,-8.6964,3.049,2.6624,1.0396,-0.6256,-11.8415,-8.2088,-5.0456,5.6679,2.6241,-6.1697,-6.1377,-2.9099, , , , ,22.2479,41.783,44.1299,40.4535,-2.9156,,,,,,,,,,,,,,,
VXBT US Equity,VORTEX BLOCKCHAIN TECHNOLOGI,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
VYGR US Equity,VOYAGER THERAPEUTICS INC,,,,,,,,,-0.65,-0.73,-0.89,-0.4035,-0.63,-0.8,-0.63,-0.6968, , , , , , , , , , , , , , , , , , , , , ,-21.7021,-27.0829,-26.8469,-35.3768,-45.9553,-62.8426,-52.9392,-67.9644,-87.4817,-105.4756,-100.1272, , , , , , , , , , , ,-0.6639,-66.9496,-86.1259,-102.9006,-97.8277,,,,,,,,,,,,,,,
VRR CN Equity,VR RESOURCES LTD,,,,,,,,, ,-0.01, , ,-0.01,0, , , , , , , , , , , , , , , , , , , , , , , , , ,-53.851, , , , , , , , , , , , , , , , , , , ,31.5015, , , , ,,,,,,,,,,,,,,,
VTVT US Equity,VTV THERAPEUTICS INC- CL A,,,,,,,,,-0.44,-0.41,-0.38,-0.44,-0.3,-0.31,-0.06,-0.1, , , , , , , , , , , , , , , , , , , ,-132.7868,-190.4866,-312.2441,-76.4837,-87.3873,-103.2421,-132.0387,-181.0833,-246.8539,-337.464,-757.4202,-872.4138, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
WVE US Equity,WAVE LIFE SCIENCES LTD,,,,,,,,,-0.9,-0.92,-0.92,-1.0842,-1.26,-1.23,-1.28,-1.285, , , , , , , , , , , , , , , , , , , , , ,-34.527,-39.0269,-36.7601,-49.4147,-44.3857,-54.3284,-70.6197,-96.1869,-74.5714,-97.3787,-137.0529, , , , , ,-34.3504,-38.9124, , , , ,-1.1805,-101.8236,-75.4838,-96.4482,-128.1428,,,,,,,,,,,,,,,
W US Equity,WAYFAIR INC- CLASS A,,,,,,,,,-0.66,-0.45,-0.88,-0.83,-1.22,-1.13,-1.69,-1.59, , , , , , , , , , , , , , , , , ,-73.9738,-78.3694,-29.0621,-38.4667,-53.3536,-83.9802,-109.8747,-145.646,-136.1337,-76.1954,-98.4339,-150.943,-175.7531,-129.5615,-98.7695, , , ,-28.2595,-37.5372,-56.1638,-90.862, , , , , , , , , ,,,,,,,,,,,,,,,
WEDG US Equity,WEED GROWTH FUND INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
WMD CN Equity,WEEDMD INC,,,,,,,,,-0.05,-0.08,-0.009,-0.0439,-0.01,-0.02,0.0921, , , , , , , , , , , , , , , ,347.2796, , , , , ,-4.8355,-77.2356,-160.1213,-145.0375,-449.1608,-129.2357,-140.8795,-75.3557,-42.559,-30.1085,-23.873, , , , , ,-4.8355,-76.9178,-126.1323, , , , , ,-32.5857,-18.821,7.8875, ,,,,,,,,,,,,,,,
