Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4
SIEN US Equity,SIENTRA INC,,,,,,,,,-0.61,-1.07,-0.74,-0.92,-0.99,-0.73,-0.72,-0.86, , , , , , , , , , , , , , , , , ,-9.748,-11.581,-31.4035,-40.3022,-48.9447,-43.2017,-38.5892,-30.0172,-59.0043,-50.9343,-87.2654,-70.1936,-44.0739,-44.686,-99.7551, , , ,-38.4411,-49.5444,-60.1957,-50.8019, , , ,-23.5195,-23.7828,-85.6377,-53.248,-57.6286,-174.8701
SRRA US Equity,SIERRA ONCOLOGY INC,,,,,,,,,-0.26,-0.2,-0.19,-0.2,-0.19,-0.16,-0.21,-0.19, , , , , , , , , , , , , , , , , , , ,-46.1328,-55.6692,-69.474,-37.7182,-38.6898,-37.8017,-38.9553,-38.2403,-42.944,-34.2122,-38.6889,-47.1672,-56.4063, , , , ,-545.7869, ,-37.5826, , , , , ,-33.6989,-37.8424,-47.098,-56.378
SGRB US Equity,SIGMABROADBAND CO,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SINT US Equity,SINTX TECHNOLOGIES INC,,,,,,,,,-2.16,-6.72,-8.16,-1.6568,-1,-1.65,-0.87,0.063, , , , , , , , , , , , , , , , , ,-59.4349,-73.6072,-53.5719,-56.6161,-54.7291,-56.1451,-50.8882,-47.3802,-48.9387,-45.1698,-50.9692,-49.4174,-52.1359,-135.1081,-144.2356,-281.2672,-225.3746, ,-226.2359,-310.5994,-235.0117, , , , , , ,-110.6772,-159.0328,-428.2885,-325.8724
SRUP US Equity,SIRRUS CORP,,,,,,,,,0,0,-0.0002,-0.0002,0,0,0, , , , , , , , , , , , , , , , , , , , ,-399.7013,-2077.5801, ,-983.7809, , , , , , , , , , , , ,-399.5994, , , , , , , , , , , , 
SITE US Equity,SITEONE LANDSCAPE SUPPLY INC,,,,,,,,,-0.26,1.11,0.42,0.1,-0.43,1.56,0.74,-0.05, , , , , , , , , ,44.5438,47.0709,55.0652,62.6209,45.256,34.876,26.8497, , , , , , , ,8.3934,7.0422,9.247,9.2587,11.5092,9.1112,11.1442,13.0329,12.9733, , , , , , , , , , , , ,28.2111,29.3666,31.3849,28.7213
SKYS US Equity,SKY SOLAR HOLDINGS-SPON ADR,,,,,,,,, , , , , ,0.1558, , , , , , , , ,93.016, , , , , , , , , , ,-20.4494,-22.347,2.6418,1.6729,-5.3783,1.9281,1.6362, , , , , , , , , ,-46.203,-48.4915,-1.1811,-3.9756,-12.4106,3.4233, , , , , , , , , 
ZZZ CN Equity,SLEEP COUNTRY CANADA HOLDING,,,,,,,,,0.27,0.3,0.61,0.4,0.28,0.33,0.64,0.36, , , , , ,22.2724,25.1234,22.1385,23.4855,28.9789,24.7123,21.4103,21.7261,20.3563,17.6933,12.4812, , , , , , ,12.9813,13.9242,14.2493,14.5882,14.8386,15.7202,15.4771,15.5588,15.5719,14.046, , , , , , ,19.2617, , , , , ,21.86,21.7537,20.7631,20.8933
SFS US Equity,SMART & FINAL STORES INC,,,,,,,,,-0.06,0.1,0.07,-2.03,-0.1,0.09,0.14,-1.66,31.0032,32.8472,30.1302,34.4856,35.336,41.4844,35.84,61.8747,62.6135,51.0115,55.7956,14.214,10.019,7.8175,7.4916,86.7119,5.4905,5.4809,5.1454,4.7857,4.5248,4.1424,4.2161,3.0829,3.1012,3.0819,2.4627,-9.5288,-10.1071,-10.1571,-9.4911,-7.7072,8.1948,7.9573,6.8889,7.0608,5.8491,5.1467,4.1597, , , , , ,-29.9271,-29.3928,-27.8836,-31.5396
SND US Equity,SMART SAND INC,,,,,,,,,0.02,0.07,0.17,0.27,0.02,0.25,0.3,-0.11, , , , , , , , , ,17.3087,9.7587,11.5986,6.0525,4.5392,3.2494,2.1717, , , , , , , , , ,11.808,13.7249,12.5813,11.7045,14.0066,15.8994,9.0363, , , , , , , , , , , , ,11.9829,15.506,17.273,9.3585
SPLY US Equity,SOCIALPLAY USA INC,,,,,,,,, ,-0.0143,-0.0049, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SEDG US Equity,SOLAREDGE TECHNOLOGIES INC,,,,,,,,,0.34,0.54,0.66,0.45,0.81,0.76,1,0.28, , , , , ,18.1165,11.378,7.9614,11.0833,13.1598,17.026,17.1022,20.1035,17.1066,12.9938,13.6408, , , ,30.8822, ,49.8295,32.5076,28.2215,23.7796,21.7803,22.9487,22.1026,26.278,28.3045,30.1662,26.774, , , , , , ,32.5505, , , , , ,28.2784,28.7106,29.8099,26.8437
SLNO US Equity,SOLENO THERAPEUTICS INC,,,,,,,,,-2.85,-0.35,-1.95,-0.41,-0.19,-0.38,-0.13,0.01, , , , , , , , , , , , , , , , ,-265.3111, , , ,-180.9359, ,-558.9731,-323.4828,-47.2037,-64.1097,-63.4287,-74.4409,-49.1984,-66.1668,-79.979,-51.4436, , , , , , , , , , , , ,-61.1327,-93.6908,-100.874,-48.4536
SBES US Equity,SOUTH BEACH SPIRITS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SPKE US Equity,SPARK ENERGY INC-CLASS A,,,,,,,,,0.16,0.01,0.04,0.9459,-1.09,0.41,0.27,-0.2896, ,15.0406,11.3618,13.0585,8.3744,13.8776,15.7925,10.3778,6.9132,9.2182,7.7075,5.8513,3.7078,6.7368,13.681, ,-0.4153,8.1195,14.7831,38.2901,62.0588,104.0378,39.6724,52.3655,71.3432,60.3486,41.2189,27.2167,6.5512,14.0208,14.6844,-2.5826,-35.321, ,-64.6768,33.185,35.8241,42.2627,35.2579, , , , , ,-1.4565,16.8456,24.025,-18.5931
ONCE US Equity,SPARK THERAPEUTICS INC,,,,,,,,,-1.7,-2.4,-1.9,-1.6722,-1.25,2.15,-1.26,-1.7324, , , , , , , , , , , , , , , , , , ,-39.3556,-27.3327,-25.5015,-26.3157,-33.9273,-40.1027,-53.2154,-64.2181,-49.384,-60.5041,-65.2601,-52.0012,-33.5709,-36.4673, , ,-40.3489, ,-25.3858,-26.1566,-33.7324, , , , , ,-64.3676,-22.9193,-13.4584,-15.6062
SHZ CN Equity,SPHERE FTSE EM SUST YLD ETF,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
TOY CN Equity,SPIN MASTER CORP-SUB VTG SHR,,,,,,,,,0.1,0.22,1.07,0.21,0.09,0.26,1.06,0.11, , , , ,27.1269,33.4272,27.6496,24.1301,29.0807,24.6526,25.6053,25.3059,22.7312,25.7243,23.7766,18.0521, , , ,28.8133,27.5669,24.5991,25.421,32.4377,31.4679,31.6375,27.575,31.7551,30.6799,32.1507,27.6684,25.8638, , , , , , ,34.4874, , , ,183.3433,365.1831,37.6586,36.6867,28.4647,26.649
SPWH US Equity,SPORTSMAN'S WAREHOUSE HOLDIN,,,,,,,,,0.01,0.2,0.25,0.25,-0.11,0.15,0.23,0.14,23.8743,18.7258,15.4306,16.2654,18.5107,22.4701,19.9168,21.7813,18.2089,14.6881,12.7476,11.384,6.6478,7.9112,7.5043,9.9924, , ,17.554,18.8771,17.0095,17.51,16.6589,21.587,20.5213,19.5027,17.9425,19.1298,15.0507,12.9878,12.2148,10.9517, , , , , , , , , , , , , ,115.8351,72.834,44.4692
SBPH US Equity,SPRING BANK PHARMACEUTICALS,,,,,,,,,-0.69,-0.93,-0.85,-0.11,-0.37,-0.29,-0.59,-0.3292, , , , , , , , , , , , , , , , , , , , , , , ,-133.4481,-187.0152,-65.9324,-99.4482,-90.9878,-109.3761,-68.0624,-55.3454,-60.2389, , , , , , , , , , , , ,-117.4113,-57.445,-40.8648,-50.4459
SPR CN Equity,SPROUTLY CANADA INC,,,,,,,,,0,0,0,-0.0024,0,-0.02,-0.02,0.0062, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1378.1293,-89.5637,-869.626,-2564.6594,-209.6703, , , , , , , , , , , , ,-89.5637, , ,-225.6281
SQ US Equity,SQUARE INC - A,,,,,,,,,-0.04,-0.04,-0.04,-0.04,-0.06,-0.01,0.05,-0.07, , , , , , , , , , , , , , , , , , , ,-44.0271, ,-59.4436,-55.0157,-31.6801,-12.6006,-9.9309,-7.3107,-6.6271,-5.9653,-3.3711,-3.0039,-2.7486, , , , , , , , , , , , ,-9.974,-6.9065,-2.7937,-4.0332
SQR CN Equity,SQUIRE MINING LTD,,,,,,,,,0,0,0,-0.0034,-0.02,-0.01,-0.05,-0.05, , , , , , , , , , , , , , , , , , , ,-17.5669,-5.2486,-1.1939,0.1189,-14.3767,-18.391,-13.1544,-34.3871,-42.5553,-155.1271,-265.2665,-171.5684,-47.0571, , , ,-17.6027,-2.7586,-7.8141,-5.4443, , , , , ,-171.4754,-284.6008,-225.7715,-74.2608
SSYR US Equity,STALLION SYNERGIES INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
STAL US Equity,STAR ALLIANCE INTERNATIONAL,,,,,,,,,0,-0.004,-0.01,-0.0006,0,0,0,-0.0013, , , , , , , , , , , , , , , , , , , ,-272.0037,-1604.0315,-755.562,-390.9203,-344.7644,-349.4883, , , , , , , , , , ,-439.0616, , , , , , , , , , , , 
SWGI US Equity,STAR WEALTH GROUP INC,,,,,,,,,0,0,0,0,0,0,0,-0.0003, , , , , , , , , , , , , , , , , , , ,-846.9963,-451.5821,-205.9644, ,-988.2353,-10667.8867,-6915.5952, ,-1326.7245, , , ,-744.7493, , , , , , , , , , , , , , , , 
SLSC US Equity,STARLIGHT SUPPLY CHAIN MANAG,,,,,,,,,0,0,-0.0003, , , , , , , , , , , , , , , , , , , , , , , , ,-230.5807,-532.1642,-574.148, , , , , , , , , , , , , ,-230.5807,-532.1642, , , ,-51606.9922, , , , , , , 
RAY/A CN Equity,STINGRAY GROUP INC,,,,,,,,,0.04,0.03,0.05,0.09,0.01,-0.07,0.01,0.08, , , , , , , ,28.2445,20.4499,37.9045,45.0667,26.4431,25.0253,33.3608,37.9398,28.8371, , , , , , , ,7.3616,11.0067,9.4564,8.7076,9.4268,7.1511,4.6056,4.0393,2.924, , , , , , , , , , , , ,9.6675,4.6469,2.0273,2.0449
STOR US Equity,STORE CAPITAL CORP,,,,,,,,,0.19,0.3536,0.15,0.21,0.26,0.31,0.23,0.26, ,34.6616,32.7569,34.5794,37.3079,40.692,39.6893,32.7768,31.0808,28.6526,33.2865,34.7515,32.3568,35.0499,32.7378,32.643, ,4.6714,4.8526,4.9197,5.0447,4.8747,5.0259,4.963,4.8016,4.697,4.6555,4.5775,4.5345,4.4576,4.7798,4.7342, ,4.5283,5.4328,4.5753,5.0413,4.9428,5.5238, ,-85.6862,-108.3152,-91.6403,-101.6918,6.0206,5.5306,6.0011,6.1688
SBBP US Equity,STRONGBRIDGE BIOPHARMA PLC,,,,,,,,,-0.83,-0.86,-0.98,-0.47,-0.66,-0.06,-0.44,1.73, , , , , , , , , , , , , , , , , , , , , , , , ,-82.0318,-130.7286,-227.9151,-161.9198, ,-145.9885, , , , , , , , , , , , , , , ,-914.2781, , 
SEGN US Equity,SUCCESS ENTERTAINMENT GROUP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SUM US Equity,SUMMIT MATERIALS INC -CL A,,,,,,,,,-0.4931,0.4635,0.7298,0.39,-0.49,0.32,0.64,-0.17, , , ,8.325,9.6728,17.1739,16.959,38.5133,48.309,36.0304, , , , ,27.5007,451.2271, , , , , , , ,5.795,5.3095,6.3534,18.402,18.049,16.5331,14.797,3.6452,2.7455, , , , ,3.1713,5.3653,8.773, , , , , ,10.4739,8.7779,7.5462,2.622
SNTW US Equity,SUMMIT NETWORKS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SNBP US Equity,SUN BIOPHARMA INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
RUN US Equity,SUNRUN INC,,,,,,,,,0.09,0.17,0.26,0.65,0.26,0.07,-0.03,-0.05, , , , , , ,11.5764,6.1034,6.506,10.3188,7.0253,5.1304,6.8168,10.9583,13.6703,47.3478, , , ,-19.904,-21.2651,-19.7585,-16.5554,-15.3001,-14.2192,-13.3603,-12.4277,-9.6958,-10.0207,-9.0666,-6.9193,-5.7182, , , ,-18.545,-7.7295,3.2988,9.2528, , , , , ,17.6463,15.8012,11.8321,2.9129
SSOK US Equity,SUNSTOCK INC,,,,,,,,,-0.52,-0.18,-0.24,-0.1497,-0.01,-0.05,-0.22, , , , , , , , , , , , , , , , , ,-202.8156,-239.5164,-234.1105,-134.6759,-37.0934,-163.8286,-460.1117,-2193.0366,-3541.6299,-758.2582,-2857.8457, , ,-1190.9546, , , ,-236.4986,-245.8689, ,-38.0535,-153.721,-443.4437, , , , , , , , , 
SDPI US Equity,SUPERIOR DRILLING PRODUCTS I,,,,,,,,,-0.02,0.01,0.02,-0.03,0,0.04,0.01,-0.05, , , , , , , , , , , , , ,64.6667,159.5, ,-6.3349,-5.4884,-8.9369,-30.9673,-34.744,-40.7664,-37.1964,-26.1364,-21.5678,-10.9353,-4.6932,0.4683,2.198,4.5395,3.0086,1.0381,-17.3974,-14.1779,-19.3904,-62.5229,-72.3678,-86.7025,-75.7597, , , , , ,1.244,5.8534,3.3151,-0.4015
SGRY US Equity,SURGERY PARTNERS INC,,,,,,,,,-0.06,-0.09,-0.6594,-0.6659,-0.53,-0.57,-0.61,-3.25, , , , , ,22.2418,20.7373,33.49,42.3006,82.324,306.4941, , , , , , , , , , , ,15.5998,11.5302,10.6803,9.2623,6.008,4.0802,3.6144,3.1321,2.5671,0.4225, , , , , , , , ,-1.1397,-2.7625,-0.7673,-13.0206,-29.3404,-38.6133,-18.0206,-44.9572
SWEE US Equity,SWEEGEN INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-121.5073,-167.5787,-223.8101,-504.7256, , , , 
SYF US Equity,SYNCHRONY FINANCIAL,,,,,,,,,0.61,0.62,0.7,0.49,0.84,0.93,0.91,1.09,11.367,12.4264,11.8561,11.4755,10.6543,9.6489,10.5263,13.3838,13.0916,11.2528,11.8511,14.77,11.831,10.6168,9.2663,6.256,15.9367,14.2958,13.0329,12.9253,14.3078,14.9478,15.3335,16.1123,17.1351,17.8541,18.3356,18.4443,18.491,18.4747,18.7487,19.5742,24.6282,24.1723,19.8923,19.1838,18.5149,17.3329,17.0014, , , , , ,14.4573,15.811,16.8463,19.2999
SNDX US Equity,SYNDAX PHARMACEUTICALS INC,,,,,,,,,-0.71,-0.7,-0.68,-0.8,-0.79,-0.74,-0.68,-0.7021, , , , , , , , , , , , , , , , , , , , , , , ,-58.3585,-51.2848,-49.2134,-55.8636,-65.3204,-85.3856,-81.4569,-93.9191,-95.9214, , , , , , , , , , , , ,-84.2653,-80.114,-92.2156,-93.9987
SYNH US Equity,SYNEOS HEALTH INC,,,,,,,,,0.39,0.06,-1.7,-0.14,-0.24,0.13,-0.1,0.44,33.6287,43.0141,30.8136,30.0585,26.6178,24.189,30.638,24.9573,21.6562,30.0916,57.8731,31.7308,34.3615,44.5491,29.0823,29.4457, ,8.2414,10.7118,17.5245,16.9428,17.5228,15.946,16.8838,17.1719,13.8964,-1.4696,-2.3889,-2.9252,-2.9294,-3.8767,-2.9844, ,2.758,10.8731,38.3985,33.0391,40.8706,36.499, , , , , ,-11.3614,-10.9591,-1.2436,0.8262
SYBX US Equity,SYNLOGIC INC,,,,,,,,,-31.43,-4.7,-1.66,-0.74,-0.55,-0.59,-0.43,-0.47, , , , , , , , , , , , , , , , , , , , , ,-48.6161,-51.9774,-49.5156,-37.4785,-48.1943,-43.3458,-81.4883,-48.4891,-52.6987,-43.1247,-48.1162, , , , , , , , , , , , ,-47.8804,-51.6175,-41.805,-46.3191
SYRS US Equity,SYROS PHARMACEUTICALS INC,,,,,,,,,-0.49,-0.52,-0.53,-0.58,-0.48,-0.43,-0.47,-0.54, , , , , , , , , , , , , , , , , , , , , , , ,-83.1275,-72.603,-69.3627,-58.9439,-74.4862,-65.9137,-58.6067,-70.0975,-88.7154, , , , , , , , , , , , ,-65.2309,-57.6967,-68.6725,-86.5527
TTOO US Equity,T2 BIOSYSTEMS INC,,,,,,,,,-0.48,-0.5,-0.45,-0.5066,-0.36,-0.32,-0.25,-0.3425, , , , , , , , , , , , , , , , ,-79.9423,-109.5898,-70.3233,-58.0166,-71.696,-88.0252,-78.7568,-66.136,-79.8393,-96.9916,-76.4294,-92.3285,-111.0152,-80.8956,-76.6312,-95.7878, , ,-99.329,-90.6344,-122.4325,-180.3812,-140.5716, , , , , , ,-259.5739,-258.7648,-803.8501
TRHC US Equity,TABULA RASA HEALTHCARE INC,,,,,,,,,-0.16,-0.09,0.37,0.62,-0.96,-1.53,0.54,-0.54, , , , , , , , , , ,864.3931,60.9381,72.0377,98.7611, , , , , , , , , ,2.4076,-5.8107,-10.1014,-0.3768,12.4475,-2.4856,-40.7764,-21.5312,-26.5108, , , , , , , , , , , , ,-3.0964,-44.2076,-29.7309,-35.9601
TCMD US Equity,TACTILE SYSTEMS TECHNOLOGY I,,,,,,,,,-0.09,0.22,0.08,0.13,0,0.14,0.1,0.13, , , , , , , , ,195.226,100.2297,89.6725,122.2352,97.2227,202.1718,256.3067,119.4977, , , ,5.1744, , , ,6.1282,5.8914,11.7916,9.387,8.1893,10.7322,8.0344,8.0441,7.5385, , , , , , , , , , , , ,11.0464,8.4077,8.5561,8.1737
TLND US Equity,TALEND SA  - ADR,,,,,,,,,-1.8933,-0.27,-0.18,-0.37,-0.34,-0.29,-0.31,-0.41, , , , , , , , , , , , , , , , , , , , , , , , , , ,-174.7504,-314.6757,-137.5044,-173.4764,-208.0934,-316.825, , , , , , , , , , , , ,-148.6475,-183.4288,-217.8066, 
TGE US Equity,TALLGRASS ENERGY LP,,,,,,,,,0.21,0.15,0.27,-2.85,0.29,0.02,0.38,0.271, , , , ,23.1412,36.9891,33.0403,44.4675,58.4963,32.5147,38.3973,41.6748,33.2819,50.2457,35.8205,31.2508, , , ,7.6254,8.7465,7.3209,8.2378,7.4149,6.7913,6.7628,6.8166,3.1718,3.0587,3.2807,3.335,6.6151, , , ,4.0636,22.9289,11.0818,31.5737, , , , , ,-49.1341,-13.2917,-8.9257,15.4583
TANH US Equity,TANTECH HOLDINGS LTD,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
TEDU US Equity,TARENA INTERNATIONAL INC-ADR,,,,,,,,,-0.44,0.66,1.69,1.33,-3.21,-2.94,-1.6,-3.07,27.0278,40.8387,25.6216,21.3061,23,19.4906,24.1333,25.5766,31.4508,30.3184,27.1937,31.5649,221.0165, , , ,11.017,6.071,8.7847,11.9905,13.4195,15.2629,15.3195,13.1212,13.4285,12.5783,10.7051,8.061,-0.1308,-13.6801,-26.4114,-41.8411, ,10.4549,11.8742,14.7592,14.4702,16.003,17.247, , , , , ,1.9331,-12.1904,-26.4732,-45.9859
CBDY US Equity,TARGET GROUP INC,,,,,,,,,-11,-0.2,-0.291,-0.2844,0.011,-0.03,-0.04,0.0063, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-448.2318,-167.0771, , , , , , , , , , , , , , , , 
TGEN US Equity,TECOGEN INC/WALTHAM MA,,,,,,,,,0,-0.01,0,0.01,0,-0.03,-0.02,-0.18, , , , , , , , , ,35806.4531, ,2525.7251,1404.0255, , , ,-35.1848,-24.5257,-16.9895,-22.0845,-24.6324,-25.9621,-12.1399,-6.1826,-0.1686,0.4597,-0.1727,0.8342,0.8034,-0.646,-2.453,-17.5957,-50.0987,-35.1056,-23.5959,-28.7296,-31.702,-34.4473,-15.2133, , , , , ,0.0974,-1.3281,-3.2874,-18.7097
THQ US Equity,TEKLA HEALTHCARE OPPORTUNITI,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
THW US Equity,TEKLA WORLD HEALTHCARE FUND,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
TDOC US Equity,TELADOC HEALTH INC,,,,,,,,,-0.3,-0.28,-0.55,-0.76,-0.39,-0.4,-0.34,-0.35, , , , , , , , , , , , , , , , , , , ,-39.313,-44.9203,-43.4077,-26.6475,-27.6694,-23.106,-21.4221,-15.1919,-16.4818,-15.8036,-12.3636,-8.5508,-6.9509, , , , , , ,-34.4782, , , , , ,-25.7162,-22.69,-15.8134,-12.3515
TERP US Equity,TERRAFORM POWER INC - A,,,,,,,,,-0.37,0.08,-0.2848,-0.82,0.56,-0.13,-0.16,-0.07, , , , , , , , , , , , ,397.8347, ,1533.8645,32.1438,-4.1576,-2.6776,0.1434,-1.1518,-0.2935,-0.5191,-0.8049,-0.3717,-0.6766,-0.7938,-1.087,-0.6698,-1.0083,-0.8786,-0.4824,0.4499,-14.3108,-4.6619,-7.7225,-18.6293,-12.2749,-12.7841,-12.8307, , , , , ,-3.4314,-4.4549,-4.9896,0.713
TXJK US Equity,TEXAS JACK OIL & GAS CORP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
TNRG US Equity,THUNDER ENERGIES CORP,,,,,,,,,-0.01,-0.02,0,-0.0025,-0.01,0,0,-0.0014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
TWM CN Equity,TIDEWATER MIDSTREAM AND INFR,,,,,,,,,0.02,0.01,0,0.0015,0.01,0.01,0,0.0402, , , , , ,20.1677,25.8622,31.4299,24.2788,22.2969,25.4736,36.7843,49.6553,34.6669,44.7514,66.79, , , , , , , , ,4.2335,4.244,3.5198,3.1103,2.8823,2.7484,3.0405,1.9533, , , , , , ,6.9399, , , , , ,2.2802,1.9047,1.7048,4.5448
TGRR US Equity,TIGER REEF INC,,,,,,,,,0,-0.02, , , , , , , , , , , , , , , , , , , , , , , , , ,-85.0388,-121.1271, , ,-361.8813,-935.4769, , , , , , , , , , , , , , , , , , , , , , , 
TMR CN Equity,TMAC RESOURCES INC,,,,,,,,,-0.03,0.01,-0.13,-0.1411,-0.16,-0.11,-0.04,-0.1204, , , , , , , , , , , , , , , , , , , ,-1.1731,-1.0658,-1.1276,-1.0593,-1.3486,-1.3947,-1.3679,-1.7993,-1.9419,-2.3599,-2.5785,-2.0769,-1.4648, , , ,-1.4791,-1.1354,-1.2049,-1.1669, , , , , ,-4.6321,-5.9755,-5.0581,-4.8405
TCNT US Equity,TOUCAN INTERACTIVE CORP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
TSQ US Equity,TOWNSQUARE MEDIA INC - CL A,,,,,,,,,-0.1656,0.2781,0.7693,-1.4866,-1.44,0.0716,0.4907,-0.9046, , ,3.7483,11.1592,11.4151,13.1739,10.1239,11.6209,14.5313,7.7964,11.2472,7.7161,7.8734,6.6641,7.2779,5.7106,1.7055,0.789,5.9369,5.4017,5.1829,4.5488,4.578,4.3851,4.4769,4.6761,3.417,4.0983,2.0606,2.4632,2.8715,0.0112,-5.8006,-13.0725,3.4475,2.7827,2.3471,6.5033,5.9758, , , , , ,-9.4352,-10.4345,-11.4014,-9.1393
TSLX US Equity,TPG SPECIALTY LENDING INC,,,,,,,,,0.47,0.53,0.41,0.4442,0.56,0.52,0.57,0.2176,11.4603,11.6965,10.4046,9.2206,8.996,9.4321,10.0672,10.2124,10.8023,10.1088,10.3653,11.5722,10.2083,10.2809,11.8265,8.0783,8.4437,8.7701,7.5251,4.7185,3.9945,4.8263,6.6558,8.8503,9.5652,8.2924,7.4613,6.7586,6.8051,6.8724,7.5552,7.2294,10.2254,10.7497,9.7114,7.6766,6.5512,8.1384,11.2015, , , , , ,11.6956,11.7145,12.8957,11.7115
TPIC US Equity,TPI COMPOSITES INC,,,,,,,,,0.15,0.41,0.64,0.06,0.25,-0.12,0.28,-0.26, , , , , , , ,18.74,20.3115,20.3991,14.372,16.6522,17.0248,33.7171,38.3629,19.5989, , , , , , , , ,-48.2047,-44.4628,-28.4625,18.0774,19.1515,13.2978,10.1707,6.4313, , , , , , , , , , , , ,26.1618,15.7097,8.5897,2.3913
TCON US Equity,TRACON PHARMACEUTICALS INC,,,,,,,,,-0.44,-0.4,0.07,-0.37,-0.46,-0.33,-0.3,-0.26, , , , , , , , , , , , , , , , , , , , ,-57.7584,-78.4197,-83.9229,-69.6576,-83.7299,-97.6258,-65.804,-61.2498,-49.6021,-67.9261,-104.5463,-133.0366, , , , ,-72.3384,-99.6178,-107.8819, , , , , ,-62.0676,-86.6606,-134.0546,-181.9511
TTD US Equity,TRADE DESK INC/THE -CLASS A,,,,,,,,,0.13,0.47,0.25,0.41,0.22,0.46,0.47,0.91, , , , , , , , , ,56.9818,60.901,39.7652,40.0161,75.6452,104.0759,60.7644, , , , , , , , , ,24.917,21.6561,23.5379,25.5561,22.512,23.4562,26.8378, , , , , , , , , , , , ,25.2765,22.2166,23.7259,27.5373
TRU US Equity,TRANSUNION,,,,,,,,,0.34,0.36,0.38,1.34,0.4,0.3,0.25,0.55, ,449.3969,167.9126,99.3145,63.9144,58.9519,50.6452,36.1805,36.7541,35.3066,35.3459,38.708,39.1463,48.2197,52.8753,41.2025,0.5297,-0.0957,-0.4899,0.042,0.1598,1.1118,4.2024,5.1,6.4214,7.7409,8.427,12.7391,12.7466,10.9107,10.6873,8.0566,-0.7569,-2.6193,-2.8751,0.6599,2.8064,3.5768,7.1333, , , , , ,28.2305,27.7299,25.243,15.283
